2023-09-22 19:43:32.271 +07:00 [INF] Равносторонний (0; 0), (10; 0), (5; 7,071067)
2023-09-23 09:23:14.966 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.966 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.967 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.968 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.968 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.969 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.970 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.971 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.973 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.974 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.974 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.975 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.976 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.977 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.977 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.978 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.979 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.979 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.980 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.981 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.981 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.982 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.983 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.984 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.985 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.985 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.988 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.989 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.989 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.990 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.991 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.992 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.992 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.993 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.994 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.994 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.995 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.996 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.996 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.997 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.998 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.998 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.999 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.000 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.000 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.001 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.002 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.004 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.005 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.006 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.007 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.007 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.008 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.009 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.009 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.010 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.011 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.011 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.012 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.013 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.014 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.014 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.015 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.016 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.016 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.019 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.021 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.022 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.022 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.023 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.024 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.024 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.025 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.026 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.026 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.027 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.028 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.028 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.029 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.030 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.030 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.031 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.032 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.034 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.035 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.036 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.037 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.038 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.038 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.039 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.040 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.041 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.042 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.043 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.044 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.044 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.045 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.046 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.047 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.050 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.051 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.051 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.052 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.053 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.054 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.055 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.056 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.057 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.057 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.058 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.059 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.060 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.061 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.062 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.062 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.065 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.066 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.066 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.068 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.068 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.069 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.070 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.071 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.072 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.073 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.074 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.075 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.076 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.076 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.077 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.078 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.080 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.081 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.082 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.083 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.084 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.085 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.085 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.086 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:15.087 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
